email,training type,Week,marks_type,Score
harperparker@example.com,PowerBI Training,Week 2,Lab,8
jacobyoung@example.com,PowerBI Training,Week 2,Lab,19
lilyward@example.com,PowerBI Training,Week 2,Lab,56
matthewfoster@example.com,PowerBI Training,Week 2,Lab,33
abigailbrooks@example.com,PowerBI Training,Week 2,Lab,24
josephgriffin@example.com,PowerBI Training,Week 2,Lab,61
ellareed@example.com,PowerBI Training,Week 2,Lab,42
davidflores@example.com,PowerBI Training,Week 2,Lab,41
chloehoward@example.com,PowerBI Training,Week 2,Lab,99
andrewstewart@example.com,PowerBI Training,Week 2,Lab,58
victoriaking@example.com,PowerBI Training,Week 2,Lab,59
thomasphillips@example.com,PowerBI Training,Week 2,Lab,94
hannahbutler@example.com,PowerBI Training,Week 2,Lab,69
christophermorgan@example.com,PowerBI Training,Week 2,Lab,11
arialee@example.com,PowerBI Training,Week 2,Lab,56
anthonybell@example.com,PowerBI Training,Week 2,Lab,50
nataliesanders@example.com,PowerBI Training,Week 2,Lab,23
joshuamorris@example.com,PowerBI Training,Week 2,Lab,47
scarlettrivera@example.com,PowerBI Training,Week 2,Lab,32
jonathanperry@example.com,PowerBI Training,Week 2,Lab,71
penelopecook@example.com,PowerBI Training,Week 2,Lab,11
ryanpeterson@example.com,PowerBI Training,Week 2,Lab,46
eleanorbarnes@example.com,PowerBI Training,Week 2,Lab,81
calebjenkins@example.com,PowerBI Training,Week 2,Lab,34
zoeyrussell@example.com,PowerBI Training,Week 2,Lab,41
jackmurphy@example.com,PowerBI Training,Week 2,Lab,0
madisonhayes@example.com,PowerBI Training,Week 2,Lab,85
charlescoleman@example.com,PowerBI Training,Week 2,Lab,8
laylacooper@example.com,PowerBI Training,Week 2,Lab,63
ethankelly@example.com,PowerBI Training,Week 2,Lab,51
sofiarichardson@example.com,PowerBI Training,Week 2,Lab,31
owencox@example.com,PowerBI Training,Week 2,Lab,48
noraward@example.com,PowerBI Training,Week 2,Lab,56
isaacprice@example.com,PowerBI Training,Week 2,Lab,94
hazellong@example.com,PowerBI Training,Week 2,Lab,79
dylanpowell@example.com,PowerBI Training,Week 2,Lab,55
lillianfisher@example.com,PowerBI Training,Week 2,Lab,9
christianhenderson@example.com,PowerBI Training,Week 2,Lab,70
audreymyers@example.com,PowerBI Training,Week 2,Lab,62
lukebryant@example.com,PowerBI Training,Week 2,Lab,69
lucynguyen@example.com,PowerBI Training,Week 2,Lab,94
carterkim@example.com,PowerBI Training,Week 2,Lab,63
samanthachavez@example.com,PowerBI Training,Week 2,Lab,80
gabrieljenkins@example.com,PowerBI Training,Week 2,Lab,100
bellamorales@example.com,PowerBI Training,Week 2,Lab,74
aaronhayes@example.com,PowerBI Training,Week 2,Lab,88
mayaporter@example.com,PowerBI Training,Week 2,Lab,39
julianramirez@example.com,PowerBI Training,Week 2,Lab,65
rubyhunter@example.com,PowerBI Training,Week 2,Lab,84
leoross@example.com,PowerBI Training,Week 2,Lab,35
sadiediaz@example.com,PowerBI Training,Week 2,Lab,40
adamsimmons@example.com,PowerBI Training,Week 2,Lab,94
violetgray@example.com,PowerBI Training,Week 2,Lab,44
nathanmitchell@example.com,PowerBI Training,Week 2,Lab,14
stellaperry@example.com,PowerBI Training,Week 2,Lab,77
aidenrichardson@example.com,PowerBI Training,Week 2,Lab,74
leahlopez@example.com,PowerBI Training,Week 2,Lab,45
hunterbarnes@example.com,PowerBI Training,Week 2,Lab,22
milabrooks@example.com,PowerBI Training,Week 2,Lab,82
sebastiancarter@example.com,PowerBI Training,Week 2,Lab,10
elliehughes@example.com,PowerBI Training,Week 2,Lab,52
jacksonbennett@example.com,PowerBI Training,Week 2,Lab,49
lunasanders@example.com,PowerBI Training,Week 2,Lab,30
zacharyrogers@example.com,PowerBI Training,Week 2,Lab,64
naomiward@example.com,PowerBI Training,Week 2,Lab,21
liambrown@example.com,PowerBI Training,Week 2,Lab,64
gabriellacruz@example.com,PowerBI Training,Week 2,Lab,90
patrickreed@example.com,PowerBI Training,Week 2,Lab,91
zoeylong@example.com,PowerBI Training,Week 2,Lab,76
calebscott@example.com,PowerBI Training,Week 2,Lab,7
harperthompson@example.com,PowerBI Training,Week 2,Lab,80
blakecarter@example.com,PowerBI Training,Week 2,Lab,2
emilycoleman@example.com,PowerBI Training,Week 2,Lab,38
dominicmyers@example.com,PowerBI Training,Week 2,Lab,67
gracebell@example.com,PowerBI Training,Week 2,Lab,32
isaacwright@example.com,PowerBI Training,Week 2,Lab,32
lilyphillips@example.com,PowerBI Training,Week 2,Lab,3
jaydenstewart@example.com,PowerBI Training,Week 2,Lab,56
charlotteallen@example.com,PowerBI Training,Week 2,Lab,10
emilyjohnson@example.com,PowerBI Training,Week 3,Lab,41
lucasanderson@example.com,PowerBI Training,Week 3,Lab,27
benjaminharris@example.com,PowerBI Training,Week 3,Lab,93
isabellamoore@example.com,PowerBI Training,Week 3,Lab,57
jamescarter@example.com,PowerBI Training,Week 3,Lab,43
oliviamartin@example.com,PowerBI Training,Week 3,Lab,66
alexanderwright@example.com,PowerBI Training,Week 3,Lab,93
sophialewis@example.com,PowerBI Training,Week 3,Lab,53
michaelscott@example.com,PowerBI Training,Week 3,Lab,58
ameliaclark@example.com,PowerBI Training,Week 3,Lab,100
noahrobinson@example.com,PowerBI Training,Week 3,Lab,50
gracerodriguez@example.com,PowerBI Training,Week 3,Lab,46
elijahturner@example.com,PowerBI Training,Week 3,Lab,11
avamitchell@example.com,PowerBI Training,Week 3,Lab,29
williamcooper@example.com,PowerBI Training,Week 3,Lab,96
charlottehill@example.com,PowerBI Training,Week 3,Lab,68
henryadams@example.com,PowerBI Training,Week 3,Lab,74
evelynbaker@example.com,PowerBI Training,Week 3,Lab,48
samuelcollins@example.com,PowerBI Training,Week 3,Lab,88
miaallen@example.com,PowerBI Training,Week 3,Lab,39
danielbennett@example.com,PowerBI Training,Week 3,Lab,49
harperparker@example.com,PowerBI Training,Week 3,Lab,22
jacobyoung@example.com,PowerBI Training,Week 3,Lab,34
lilyward@example.com,PowerBI Training,Week 3,Lab,20
matthewfoster@example.com,PowerBI Training,Week 3,Lab,79
abigailbrooks@example.com,PowerBI Training,Week 3,Lab,89
josephgriffin@example.com,PowerBI Training,Week 3,Lab,46
ellareed@example.com,PowerBI Training,Week 3,Lab,90
davidflores@example.com,PowerBI Training,Week 3,Lab,27
chloehoward@example.com,PowerBI Training,Week 3,Lab,14
andrewstewart@example.com,PowerBI Training,Week 3,Lab,78
victoriaking@example.com,PowerBI Training,Week 3,Lab,50
thomasphillips@example.com,PowerBI Training,Week 3,Lab,24
hannahbutler@example.com,PowerBI Training,Week 3,Lab,54
christophermorgan@example.com,PowerBI Training,Week 3,Lab,37
arialee@example.com,PowerBI Training,Week 3,Lab,98
anthonybell@example.com,PowerBI Training,Week 3,Lab,16
nataliesanders@example.com,PowerBI Training,Week 3,Lab,8
joshuamorris@example.com,PowerBI Training,Week 3,Lab,77
scarlettrivera@example.com,PowerBI Training,Week 3,Lab,7
jonathanperry@example.com,PowerBI Training,Week 3,Lab,47
penelopecook@example.com,PowerBI Training,Week 3,Lab,53
ryanpeterson@example.com,PowerBI Training,Week 3,Lab,74
eleanorbarnes@example.com,PowerBI Training,Week 3,Lab,48
calebjenkins@example.com,PowerBI Training,Week 3,Lab,35
zoeyrussell@example.com,PowerBI Training,Week 3,Lab,31
jackmurphy@example.com,PowerBI Training,Week 3,Lab,16
madisonhayes@example.com,PowerBI Training,Week 3,Lab,19
charlescoleman@example.com,PowerBI Training,Week 3,Lab,10
laylacooper@example.com,PowerBI Training,Week 3,Lab,40
ethankelly@example.com,PowerBI Training,Week 3,Lab,49
sofiarichardson@example.com,PowerBI Training,Week 3,Lab,52
owencox@example.com,PowerBI Training,Week 3,Lab,75
noraward@example.com,PowerBI Training,Week 3,Lab,51
isaacprice@example.com,PowerBI Training,Week 3,Lab,77
hazellong@example.com,PowerBI Training,Week 3,Lab,67
dylanpowell@example.com,PowerBI Training,Week 3,Lab,100
lillianfisher@example.com,PowerBI Training,Week 3,Lab,1
christianhenderson@example.com,PowerBI Training,Week 3,Lab,22
audreymyers@example.com,PowerBI Training,Week 3,Lab,90
lukebryant@example.com,PowerBI Training,Week 3,Lab,86
lucynguyen@example.com,PowerBI Training,Week 3,Lab,67
carterkim@example.com,PowerBI Training,Week 3,Lab,80
samanthachavez@example.com,PowerBI Training,Week 3,Lab,47
gabrieljenkins@example.com,PowerBI Training,Week 3,Lab,33
bellamorales@example.com,PowerBI Training,Week 3,Lab,34
aaronhayes@example.com,PowerBI Training,Week 3,Lab,52
mayaporter@example.com,PowerBI Training,Week 3,Lab,27
julianramirez@example.com,PowerBI Training,Week 3,Lab,44
rubyhunter@example.com,PowerBI Training,Week 3,Lab,39
leoross@example.com,PowerBI Training,Week 3,Lab,0
sadiediaz@example.com,PowerBI Training,Week 3,Lab,7
adamsimmons@example.com,PowerBI Training,Week 3,Lab,11
violetgray@example.com,PowerBI Training,Week 3,Lab,63
nathanmitchell@example.com,PowerBI Training,Week 3,Lab,65
stellaperry@example.com,PowerBI Training,Week 3,Lab,53
aidenrichardson@example.com,PowerBI Training,Week 3,Lab,86
leahlopez@example.com,PowerBI Training,Week 3,Lab,9
hunterbarnes@example.com,PowerBI Training,Week 3,Lab,86
milabrooks@example.com,PowerBI Training,Week 3,Lab,55
sebastiancarter@example.com,PowerBI Training,Week 3,Lab,1
elliehughes@example.com,PowerBI Training,Week 3,Lab,19
jacksonbennett@example.com,PowerBI Training,Week 3,Lab,98
lunasanders@example.com,PowerBI Training,Week 3,Lab,57
zacharyrogers@example.com,PowerBI Training,Week 3,Lab,65
naomiward@example.com,PowerBI Training,Week 3,Lab,28
liambrown@example.com,PowerBI Training,Week 3,Lab,79
gabriellacruz@example.com,PowerBI Training,Week 3,Lab,41
patrickreed@example.com,PowerBI Training,Week 3,Lab,15
zoeylong@example.com,PowerBI Training,Week 3,Lab,18
calebscott@example.com,PowerBI Training,Week 3,Lab,23
harperthompson@example.com,PowerBI Training,Week 3,Lab,50
blakecarter@example.com,PowerBI Training,Week 3,Lab,53
emilycoleman@example.com,PowerBI Training,Week 3,Lab,90
dominicmyers@example.com,PowerBI Training,Week 3,Lab,68
gracebell@example.com,PowerBI Training,Week 3,Lab,25
isaacwright@example.com,PowerBI Training,Week 3,Lab,4
lilyphillips@example.com,PowerBI Training,Week 3,Lab,21
jaydenstewart@example.com,PowerBI Training,Week 3,Lab,56
charlotteallen@example.com,PowerBI Training,Week 3,Lab,56
emilyjohnson@example.com,PowerBI Training,Week 4,Lab,100
lucasanderson@example.com,PowerBI Training,Week 4,Lab,72
benjaminharris@example.com,PowerBI Training,Week 4,Lab,49
isabellamoore@example.com,PowerBI Training,Week 4,Lab,68
jamescarter@example.com,PowerBI Training,Week 4,Lab,2
oliviamartin@example.com,PowerBI Training,Week 4,Lab,26
alexanderwright@example.com,PowerBI Training,Week 4,Lab,95
sophialewis@example.com,PowerBI Training,Week 4,Lab,96
michaelscott@example.com,PowerBI Training,Week 4,Lab,53
ameliaclark@example.com,PowerBI Training,Week 4,Lab,1
noahrobinson@example.com,PowerBI Training,Week 4,Lab,20
gracerodriguez@example.com,PowerBI Training,Week 4,Lab,2
elijahturner@example.com,PowerBI Training,Week 4,Lab,37
avamitchell@example.com,PowerBI Training,Week 4,Lab,12
williamcooper@example.com,PowerBI Training,Week 4,Lab,62
charlottehill@example.com,PowerBI Training,Week 4,Lab,37
henryadams@example.com,PowerBI Training,Week 4,Lab,22
evelynbaker@example.com,PowerBI Training,Week 4,Lab,84
samuelcollins@example.com,PowerBI Training,Week 4,Lab,73
miaallen@example.com,PowerBI Training,Week 4,Lab,22
danielbennett@example.com,PowerBI Training,Week 4,Lab,88
harperparker@example.com,PowerBI Training,Week 4,Lab,1
jacobyoung@example.com,PowerBI Training,Week 4,Lab,21
lilyward@example.com,PowerBI Training,Week 4,Lab,49
matthewfoster@example.com,PowerBI Training,Week 4,Lab,99
abigailbrooks@example.com,PowerBI Training,Week 4,Lab,25
josephgriffin@example.com,PowerBI Training,Week 4,Lab,55
ellareed@example.com,PowerBI Training,Week 4,Lab,21
davidflores@example.com,PowerBI Training,Week 4,Lab,81
chloehoward@example.com,PowerBI Training,Week 4,Lab,54
andrewstewart@example.com,PowerBI Training,Week 4,Lab,19
victoriaking@example.com,PowerBI Training,Week 4,Lab,9
thomasphillips@example.com,PowerBI Training,Week 4,Lab,12
hannahbutler@example.com,PowerBI Training,Week 4,Lab,29
christophermorgan@example.com,PowerBI Training,Week 4,Lab,87
arialee@example.com,PowerBI Training,Week 4,Lab,74
anthonybell@example.com,PowerBI Training,Week 4,Lab,1
nataliesanders@example.com,PowerBI Training,Week 4,Lab,78
joshuamorris@example.com,PowerBI Training,Week 4,Lab,95
scarlettrivera@example.com,PowerBI Training,Week 4,Lab,35
jonathanperry@example.com,PowerBI Training,Week 4,Lab,32
penelopecook@example.com,PowerBI Training,Week 4,Lab,0
ryanpeterson@example.com,PowerBI Training,Week 4,Lab,41
eleanorbarnes@example.com,PowerBI Training,Week 4,Lab,36
calebjenkins@example.com,PowerBI Training,Week 4,Lab,100
zoeyrussell@example.com,PowerBI Training,Week 4,Lab,24
jackmurphy@example.com,PowerBI Training,Week 4,Lab,99
madisonhayes@example.com,PowerBI Training,Week 4,Lab,68
charlescoleman@example.com,PowerBI Training,Week 4,Lab,10
laylacooper@example.com,PowerBI Training,Week 4,Lab,28
ethankelly@example.com,PowerBI Training,Week 4,Lab,80
sofiarichardson@example.com,PowerBI Training,Week 4,Lab,27
owencox@example.com,PowerBI Training,Week 4,Lab,72
noraward@example.com,PowerBI Training,Week 4,Lab,39
isaacprice@example.com,PowerBI Training,Week 4,Lab,26
hazellong@example.com,PowerBI Training,Week 4,Lab,32
dylanpowell@example.com,PowerBI Training,Week 4,Lab,1
lillianfisher@example.com,PowerBI Training,Week 4,Lab,95
christianhenderson@example.com,PowerBI Training,Week 4,Lab,77
audreymyers@example.com,PowerBI Training,Week 4,Lab,19
lukebryant@example.com,PowerBI Training,Week 4,Lab,40
lucynguyen@example.com,PowerBI Training,Week 4,Lab,7
carterkim@example.com,PowerBI Training,Week 4,Lab,76
samanthachavez@example.com,PowerBI Training,Week 4,Lab,40
gabrieljenkins@example.com,PowerBI Training,Week 4,Lab,76
bellamorales@example.com,PowerBI Training,Week 4,Lab,3
aaronhayes@example.com,PowerBI Training,Week 4,Lab,80
mayaporter@example.com,PowerBI Training,Week 4,Lab,66
julianramirez@example.com,PowerBI Training,Week 4,Lab,58
rubyhunter@example.com,PowerBI Training,Week 4,Lab,13
leoross@example.com,PowerBI Training,Week 4,Lab,56
sadiediaz@example.com,PowerBI Training,Week 4,Lab,54
adamsimmons@example.com,PowerBI Training,Week 4,Lab,22
violetgray@example.com,PowerBI Training,Week 4,Lab,2
nathanmitchell@example.com,PowerBI Training,Week 4,Lab,11
stellaperry@example.com,PowerBI Training,Week 4,Lab,35
aidenrichardson@example.com,PowerBI Training,Week 4,Lab,80
leahlopez@example.com,PowerBI Training,Week 4,Lab,34
hunterbarnes@example.com,PowerBI Training,Week 4,Lab,76
milabrooks@example.com,PowerBI Training,Week 4,Lab,41
sebastiancarter@example.com,PowerBI Training,Week 4,Lab,90
elliehughes@example.com,PowerBI Training,Week 4,Lab,9
jacksonbennett@example.com,PowerBI Training,Week 4,Lab,60
lunasanders@example.com,PowerBI Training,Week 4,Lab,73
zacharyrogers@example.com,PowerBI Training,Week 4,Lab,96
naomiward@example.com,PowerBI Training,Week 4,Lab,91
liambrown@example.com,PowerBI Training,Week 4,Lab,17
gabriellacruz@example.com,PowerBI Training,Week 4,Lab,74
patrickreed@example.com,PowerBI Training,Week 4,Lab,60
zoeylong@example.com,PowerBI Training,Week 4,Lab,1
calebscott@example.com,PowerBI Training,Week 4,Lab,48
harperthompson@example.com,PowerBI Training,Week 4,Lab,68
blakecarter@example.com,PowerBI Training,Week 4,Lab,71
emilycoleman@example.com,PowerBI Training,Week 4,Lab,67
dominicmyers@example.com,PowerBI Training,Week 4,Lab,48
gracebell@example.com,PowerBI Training,Week 4,Lab,17
isaacwright@example.com,PowerBI Training,Week 4,Lab,41
lilyphillips@example.com,PowerBI Training,Week 4,Lab,68
jaydenstewart@example.com,PowerBI Training,Week 4,Lab,6
charlotteallen@example.com,PowerBI Training,Week 4,Lab,47
emilyjohnson@example.com,PowerBI Training,Week 5,Lab,81
lucasanderson@example.com,PowerBI Training,Week 5,Lab,31
benjaminharris@example.com,PowerBI Training,Week 5,Lab,87
isabellamoore@example.com,PowerBI Training,Week 5,Lab,79
jamescarter@example.com,PowerBI Training,Week 5,Lab,63
oliviamartin@example.com,PowerBI Training,Week 5,Lab,46
alexanderwright@example.com,PowerBI Training,Week 5,Lab,28
sophialewis@example.com,PowerBI Training,Week 5,Lab,81
michaelscott@example.com,PowerBI Training,Week 5,Lab,16
ameliaclark@example.com,PowerBI Training,Week 5,Lab,47
noahrobinson@example.com,PowerBI Training,Week 5,Lab,23
gracerodriguez@example.com,PowerBI Training,Week 5,Lab,37
elijahturner@example.com,PowerBI Training,Week 5,Lab,45
avamitchell@example.com,PowerBI Training,Week 5,Lab,90
williamcooper@example.com,PowerBI Training,Week 5,Lab,85
charlottehill@example.com,PowerBI Training,Week 5,Lab,84
henryadams@example.com,PowerBI Training,Week 5,Lab,60
evelynbaker@example.com,PowerBI Training,Week 5,Lab,64
samuelcollins@example.com,PowerBI Training,Week 5,Lab,6
miaallen@example.com,PowerBI Training,Week 5,Lab,13
danielbennett@example.com,PowerBI Training,Week 5,Lab,83
harperparker@example.com,PowerBI Training,Week 5,Lab,64
jacobyoung@example.com,PowerBI Training,Week 5,Lab,42
lilyward@example.com,PowerBI Training,Week 5,Lab,17
matthewfoster@example.com,PowerBI Training,Week 5,Lab,72
abigailbrooks@example.com,PowerBI Training,Week 5,Lab,20
josephgriffin@example.com,PowerBI Training,Week 5,Lab,28
ellareed@example.com,PowerBI Training,Week 5,Lab,54
davidflores@example.com,PowerBI Training,Week 5,Lab,27
chloehoward@example.com,PowerBI Training,Week 5,Lab,10
andrewstewart@example.com,PowerBI Training,Week 5,Lab,51
victoriaking@example.com,PowerBI Training,Week 5,Lab,89
thomasphillips@example.com,PowerBI Training,Week 5,Lab,40
hannahbutler@example.com,PowerBI Training,Week 5,Lab,95
christophermorgan@example.com,PowerBI Training,Week 5,Lab,21
arialee@example.com,PowerBI Training,Week 5,Lab,47
anthonybell@example.com,PowerBI Training,Week 5,Lab,98
nataliesanders@example.com,PowerBI Training,Week 5,Lab,90
joshuamorris@example.com,PowerBI Training,Week 5,Lab,28
scarlettrivera@example.com,PowerBI Training,Week 5,Lab,97
jonathanperry@example.com,PowerBI Training,Week 5,Lab,60
penelopecook@example.com,PowerBI Training,Week 5,Lab,71
ryanpeterson@example.com,PowerBI Training,Week 5,Lab,33
eleanorbarnes@example.com,PowerBI Training,Week 5,Lab,0
calebjenkins@example.com,PowerBI Training,Week 5,Lab,72
zoeyrussell@example.com,PowerBI Training,Week 5,Lab,47
jackmurphy@example.com,PowerBI Training,Week 5,Lab,10
madisonhayes@example.com,PowerBI Training,Week 5,Lab,54
charlescoleman@example.com,PowerBI Training,Week 5,Lab,80
laylacooper@example.com,PowerBI Training,Week 5,Lab,45
ethankelly@example.com,PowerBI Training,Week 5,Lab,36
sofiarichardson@example.com,PowerBI Training,Week 5,Lab,92
owencox@example.com,PowerBI Training,Week 5,Lab,85
noraward@example.com,PowerBI Training,Week 5,Lab,39
isaacprice@example.com,PowerBI Training,Week 5,Lab,93
hazellong@example.com,PowerBI Training,Week 5,Lab,43
dylanpowell@example.com,PowerBI Training,Week 5,Lab,45
lillianfisher@example.com,PowerBI Training,Week 5,Lab,33
christianhenderson@example.com,PowerBI Training,Week 5,Lab,29
audreymyers@example.com,PowerBI Training,Week 5,Lab,2
lukebryant@example.com,PowerBI Training,Week 5,Lab,67
lucynguyen@example.com,PowerBI Training,Week 5,Lab,31
carterkim@example.com,PowerBI Training,Week 5,Lab,9
samanthachavez@example.com,PowerBI Training,Week 5,Lab,44
gabrieljenkins@example.com,PowerBI Training,Week 5,Lab,22
bellamorales@example.com,PowerBI Training,Week 5,Lab,27
aaronhayes@example.com,PowerBI Training,Week 5,Lab,81
mayaporter@example.com,PowerBI Training,Week 5,Lab,13
julianramirez@example.com,PowerBI Training,Week 5,Lab,45
rubyhunter@example.com,PowerBI Training,Week 5,Lab,82
leoross@example.com,PowerBI Training,Week 5,Lab,95
sadiediaz@example.com,PowerBI Training,Week 5,Lab,27
adamsimmons@example.com,PowerBI Training,Week 5,Lab,29
violetgray@example.com,PowerBI Training,Week 5,Lab,11
nathanmitchell@example.com,PowerBI Training,Week 5,Lab,23
stellaperry@example.com,PowerBI Training,Week 5,Lab,44
aidenrichardson@example.com,PowerBI Training,Week 5,Lab,100
leahlopez@example.com,PowerBI Training,Week 5,Lab,11
hunterbarnes@example.com,PowerBI Training,Week 5,Lab,51
milabrooks@example.com,PowerBI Training,Week 5,Lab,93
sebastiancarter@example.com,PowerBI Training,Week 5,Lab,58
elliehughes@example.com,PowerBI Training,Week 5,Lab,82
jacksonbennett@example.com,PowerBI Training,Week 5,Lab,41
lunasanders@example.com,PowerBI Training,Week 5,Lab,26
zacharyrogers@example.com,PowerBI Training,Week 5,Lab,13
naomiward@example.com,PowerBI Training,Week 5,Lab,31
liambrown@example.com,PowerBI Training,Week 5,Lab,22
gabriellacruz@example.com,PowerBI Training,Week 5,Lab,63
patrickreed@example.com,PowerBI Training,Week 5,Lab,21
zoeylong@example.com,PowerBI Training,Week 5,Lab,93
calebscott@example.com,PowerBI Training,Week 5,Lab,69
harperthompson@example.com,PowerBI Training,Week 5,Lab,62
blakecarter@example.com,PowerBI Training,Week 5,Lab,57
emilycoleman@example.com,PowerBI Training,Week 5,Lab,34
dominicmyers@example.com,PowerBI Training,Week 5,Lab,54
gracebell@example.com,PowerBI Training,Week 5,Lab,97
isaacwright@example.com,PowerBI Training,Week 5,Lab,40
lilyphillips@example.com,PowerBI Training,Week 5,Lab,74
jaydenstewart@example.com,PowerBI Training,Week 5,Lab,13
charlotteallen@example.com,PowerBI Training,Week 5,Lab,23
emilyjohnson@example.com,PowerBI Training,Week 6,Lab,24
lucasanderson@example.com,PowerBI Training,Week 6,Lab,57
benjaminharris@example.com,PowerBI Training,Week 6,Lab,87
isabellamoore@example.com,PowerBI Training,Week 6,Lab,97
jamescarter@example.com,PowerBI Training,Week 6,Lab,79
oliviamartin@example.com,PowerBI Training,Week 6,Lab,20
alexanderwright@example.com,PowerBI Training,Week 6,Lab,33
sophialewis@example.com,PowerBI Training,Week 6,Lab,72
michaelscott@example.com,PowerBI Training,Week 6,Lab,32
ameliaclark@example.com,PowerBI Training,Week 6,Lab,57
noahrobinson@example.com,PowerBI Training,Week 6,Lab,7
gracerodriguez@example.com,PowerBI Training,Week 6,Lab,65
elijahturner@example.com,PowerBI Training,Week 6,Lab,14
avamitchell@example.com,PowerBI Training,Week 6,Lab,18
williamcooper@example.com,PowerBI Training,Week 6,Lab,57
charlottehill@example.com,PowerBI Training,Week 6,Lab,1
henryadams@example.com,PowerBI Training,Week 6,Lab,40
evelynbaker@example.com,PowerBI Training,Week 6,Lab,46
samuelcollins@example.com,PowerBI Training,Week 6,Lab,85
miaallen@example.com,PowerBI Training,Week 6,Lab,51
danielbennett@example.com,PowerBI Training,Week 6,Lab,28
harperparker@example.com,PowerBI Training,Week 6,Lab,34
jacobyoung@example.com,PowerBI Training,Week 6,Lab,41
lilyward@example.com,PowerBI Training,Week 6,Lab,90
matthewfoster@example.com,PowerBI Training,Week 6,Lab,74
abigailbrooks@example.com,PowerBI Training,Week 6,Lab,95
josephgriffin@example.com,PowerBI Training,Week 6,Lab,34
ellareed@example.com,PowerBI Training,Week 6,Lab,33
davidflores@example.com,PowerBI Training,Week 6,Lab,54
chloehoward@example.com,PowerBI Training,Week 6,Lab,20
andrewstewart@example.com,PowerBI Training,Week 6,Lab,63
victoriaking@example.com,PowerBI Training,Week 6,Lab,57
thomasphillips@example.com,PowerBI Training,Week 6,Lab,69
hannahbutler@example.com,PowerBI Training,Week 6,Lab,56
christophermorgan@example.com,PowerBI Training,Week 6,Lab,98
arialee@example.com,PowerBI Training,Week 6,Lab,51
anthonybell@example.com,PowerBI Training,Week 6,Lab,59
nataliesanders@example.com,PowerBI Training,Week 6,Lab,77
joshuamorris@example.com,PowerBI Training,Week 6,Lab,85
scarlettrivera@example.com,PowerBI Training,Week 6,Lab,77
jonathanperry@example.com,PowerBI Training,Week 6,Lab,74
penelopecook@example.com,PowerBI Training,Week 6,Lab,10
ryanpeterson@example.com,PowerBI Training,Week 6,Lab,5
eleanorbarnes@example.com,PowerBI Training,Week 6,Lab,91
calebjenkins@example.com,PowerBI Training,Week 6,Lab,75
zoeyrussell@example.com,PowerBI Training,Week 6,Lab,12
jackmurphy@example.com,PowerBI Training,Week 6,Lab,39
madisonhayes@example.com,PowerBI Training,Week 6,Lab,15
charlescoleman@example.com,PowerBI Training,Week 6,Lab,50
laylacooper@example.com,PowerBI Training,Week 6,Lab,89
ethankelly@example.com,PowerBI Training,Week 6,Lab,32
sofiarichardson@example.com,PowerBI Training,Week 6,Lab,87
owencox@example.com,PowerBI Training,Week 6,Lab,69
noraward@example.com,PowerBI Training,Week 6,Lab,21
isaacprice@example.com,PowerBI Training,Week 6,Lab,94
hazellong@example.com,PowerBI Training,Week 6,Lab,50
dylanpowell@example.com,PowerBI Training,Week 6,Lab,48
lillianfisher@example.com,PowerBI Training,Week 6,Lab,54
christianhenderson@example.com,PowerBI Training,Week 6,Lab,2
audreymyers@example.com,PowerBI Training,Week 6,Lab,31
lukebryant@example.com,PowerBI Training,Week 6,Lab,99
lucynguyen@example.com,PowerBI Training,Week 6,Lab,37
carterkim@example.com,PowerBI Training,Week 6,Lab,64
samanthachavez@example.com,PowerBI Training,Week 6,Lab,1
gabrieljenkins@example.com,PowerBI Training,Week 6,Lab,9
bellamorales@example.com,PowerBI Training,Week 6,Lab,8
aaronhayes@example.com,PowerBI Training,Week 6,Lab,11
mayaporter@example.com,PowerBI Training,Week 6,Lab,93
julianramirez@example.com,PowerBI Training,Week 6,Lab,56
rubyhunter@example.com,PowerBI Training,Week 6,Lab,81
leoross@example.com,PowerBI Training,Week 6,Lab,24
sadiediaz@example.com,PowerBI Training,Week 6,Lab,76
adamsimmons@example.com,PowerBI Training,Week 6,Lab,36
violetgray@example.com,PowerBI Training,Week 6,Lab,39
nathanmitchell@example.com,PowerBI Training,Week 6,Lab,33
stellaperry@example.com,PowerBI Training,Week 6,Lab,63
aidenrichardson@example.com,PowerBI Training,Week 6,Lab,76
leahlopez@example.com,PowerBI Training,Week 6,Lab,54
hunterbarnes@example.com,PowerBI Training,Week 6,Lab,76
milabrooks@example.com,PowerBI Training,Week 6,Lab,99
sebastiancarter@example.com,PowerBI Training,Week 6,Lab,89
elliehughes@example.com,PowerBI Training,Week 6,Lab,84
jacksonbennett@example.com,PowerBI Training,Week 6,Lab,88
lunasanders@example.com,PowerBI Training,Week 6,Lab,67
zacharyrogers@example.com,PowerBI Training,Week 6,Lab,16
naomiward@example.com,PowerBI Training,Week 6,Lab,36
liambrown@example.com,PowerBI Training,Week 6,Lab,44
gabriellacruz@example.com,PowerBI Training,Week 6,Lab,36
patrickreed@example.com,PowerBI Training,Week 6,Lab,32
zoeylong@example.com,PowerBI Training,Week 6,Lab,86
calebscott@example.com,PowerBI Training,Week 6,Lab,67
harperthompson@example.com,PowerBI Training,Week 6,Lab,20
blakecarter@example.com,PowerBI Training,Week 6,Lab,35
emilycoleman@example.com,PowerBI Training,Week 6,Lab,18
